id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;veiculos
83306966;2015-01-22;Quinta;08:50:00;SP;116;220.0;GUARULHOS;Outras;Queda de motocicleta / bicicleta / veículo;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Urbano;1;1
83307063;2015-01-22;Quinta;08:40:00;SP;116;213.0;GUARULHOS;Falta de atenção;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;Reta;Urbano;5;3
83307066;2015-01-22;Quinta;10:00:00;SP;116;202.6;ARUJA;Outras;Colisão com objeto fixo;Sem Vítimas;Pleno dia;Crescente;Chuva;Dupla;Curva;Urbano;1;1
83307073;2015-01-22;Quinta;07:10:00;SP;116;229.0;SAO PAULO;Outras;Queda de motocicleta / bicicleta / veículo;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Múltipla;Reta;Urbano;2;2
83307120;2015-01-22;Quinta;16:25:00;SP;116;118.8;TAUBATE;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Nublado;Dupla;Reta;Rural;3;3
83307144;2015-01-22;Quinta;16:00:00;SP;116;211.5;GUARULHOS;Defeito na via;Colisão lateral;Sem Vítimas;Pleno dia;Crescente;Sol;Múltipla;Reta;Urbano;2;2
83307175;2015-01-22;Quinta;10:00:00;SP;116;224.0;GUARULHOS;Outras;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Ceu Claro;Múltipla;Reta;Urbano;2;2
83307283;2015-01-23;Sexta;02:40:00;SP;116;125.0;CACAPAVA;Não guardar distância de segurança;Colisão lateral;Sem Vítimas;Plena noite;Decrescente;Nublado;Dupla;Reta;Rural;2;2
83307289;2015-01-22;Quinta;20:01:00;SP;116;124.0;TAUBATE;Falta de atenção;Colisão com objeto fixo;Sem Vítimas;Anoitecer;Crescente;Ignorada;Dupla;Reta;Rural;2;2
83307384;2015-01-12;Segunda;06:35:00;SP;116;214.0;GUARULHOS;Outras;Colisão traseira;Sem Vítimas;Amanhecer;Crescente;Ceu Claro;Múltipla;Reta;Urbano;2;2
83307402;2015-01-17;Sábado;18:30:00;SP;116;220.0;GUARULHOS;Não guardar distância de segurança;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Ceu Claro;Múltipla;Reta;Urbano;3;2
83307421;2015-01-23;Sexta;13:30:00;SP;116;144.3;SAO JOSE DOS CAMPOS;Falta de atenção;Colisão lateral;Sem Vítimas;Pleno dia;Decrescente;Ceu Claro;Dupla;Reta;Urbano;2;2
83307423;2015-01-21;Quarta;09:40:00;SP;116;211.5;GUARULHOS;Falta de atenção;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Múltipla;Reta;Urbano;3;2
83307429;2015-01-19;Segunda;12:45:00;SP;116;228.0;SAO PAULO;Outras;Queda de motocicleta / bicicleta / veículo;Sem Vítimas;Pleno dia;Crescente;Ceu Claro;Múltipla;Reta;Urbano;1;1
83307435;2015-01-22;Quinta;06:30:00;SP;116;217.8;GUARULHOS;Não guardar distância de segurança;Colisão lateral;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Múltipla;Reta;Urbano;2;2
83307461;2015-01-21;Quarta;07:30:00;SP;116;216.0;GUARULHOS;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Ceu Claro;Múltipla;Reta;Urbano;3;3
83307564;2015-01-23;Sexta;08:40:00;SP;116;200.0;ARUJA;Defeito mecânico em veículo;Tombamento;Sem Vítimas;Pleno dia;Decrescente;Ceu Claro;Dupla;Reta;Urbano;1;1
83307585;2015-01-07;Quarta;22:30:00;SP;116;219.7;GUARULHOS;Outras;Colisão traseira;Sem Vítimas;Plena noite;Decrescente;Nublado;Múltipla;Reta;Urbano;3;3
83307743;2015-01-24;Sábado;00:25:00;SP;116;212.1;GUARULHOS;Defeito mecânico em veículo;Colisão lateral;Sem Vítimas;Plena noite;Decrescente;Chuva;Múltipla;Reta;Urbano;2;2
83307750;2015-01-24;Sábado;01:30:00;SP;116;220.0;GUARULHOS;Outras;Capotamento;Sem Vítimas;Plena noite;Crescente;Ceu Claro;Múltipla;Reta;Urbano;1;1
83307753;2015-01-23;Sexta;09:00:00;SP;116;229.0;SAO PAULO;Falta de atenção;Colisão traseira;Ignorado;Pleno dia;Crescente;Sol;Múltipla;Reta;Urbano;2;2
83307780;2015-01-20;Terça;17:30:00;SP;116;115.1;TAUBATE;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Ceu Claro;Dupla;Reta;Urbano;2;2
83307799;2015-01-20;Terça;17:00:00;SP;116;218.6;GUARULHOS;Outras;Danos Eventuais;Sem Vítimas;Pleno dia;Crescente;Sol;Múltipla;Reta;Urbano;1;1
83307874;2015-01-20;Terça;11:40:00;SP;116;210.0;GUARULHOS;Outras;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Ceu Claro;Múltipla;Reta;Urbano;3;3
83307904;2015-01-24;Sábado;09:07:00;SP;116;199.0;ARUJA;Outras;Colisão com objeto fixo;Sem Vítimas;Pleno dia;Crescente;Ceu Claro;Dupla;Reta;Rural;1;1
83307942;2015-01-24;Sábado;15:30:00;SP;116;228.0;SAO PAULO;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Chuva;Múltipla;Reta;Urbano;2;2
83307950;2015-01-20;Terça;19:45:00;SP;116;225.0;GUARULHOS;Outras;Colisão lateral;Com Vítimas Feridas;Anoitecer;Decrescente;Ceu Claro;Múltipla;Reta;Urbano;2;2
83308013;2015-01-24;Sábado;00:30:00;SP;116;224.0;GUARULHOS;Outras;Colisão lateral;Sem Vítimas;Plena noite;Decrescente;Nublado;Múltipla;Reta;Urbano;2;2
83308020;2015-01-24;Sábado;19:40:00;SP;116;209.0;GUARULHOS;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Anoitecer;Crescente;Ceu Claro;Dupla;Reta;Urbano;2;2
